"order_id","material","material_description","amount","start","end"
"1288918","123.603.761.200","ZYL-BLOCK VORMONTAGE!3K160-3K_1 (CLASS)","3.000","1/12/2018","2/13/2018"
"1288928","123.604.561.200","KURBELTRIEB!3K160 (CLASS)","3.000","1/15/2018","2/13/2018"
"1289791","123.604.178.001","KOLBENSTANGE WCCO!D55X716","1.000","11/1/2017","2/13/2018"
"1290466","123.608.512.001","ZWISCHENPLATTE!D130/60X5","4.000","1/23/2018","2/14/2018"
"1291413","120.740.025.001","ZENTRIERBUECHSE!D166/M140X128","10.000","1/17/2018","2/21/2018"
"1291595","120.705.467.001","KREUZKOPFSCHUH!700X660X114","6.000","1/5/2018","1/29/2018"
"1291879","122.871.641.001","LATERNE SV-308!D322/240X305","5.000","1/17/2018","2/7/2018"
"1292054","122.000.025.891","VENTILSITZ!D38X20","30.000","11/22/2017","2/14/2018"
"1292078","122.238.984.001","SAUGVENTILSITZ!D129,5X135","8.000","12/20/2017","2/7/2018"
"1293308","123.611.146.001","GEHAEUSE HAELFTE!D160/81,5X22,1","2.000","1/16/2018","2/12/2018"
"1293380","122.861.134.005","ZYL-BLOCK!1908X1490X1310","1.000","12/15/2017","2/14/2018"
"1293678","120.707.562.200","KERNSTUECK!D415/165X340","2.000","12/15/2017","2/13/2018"
"1294511","120.740.024.001","FEDERFUEHRUNG!M125X2X155","10.000","1/17/2018","2/13/2018"
"1295367","122.457.804.001","ZENTRIERRING!D140/74X30","30.000","1/22/2018","2/2/2018"
"1295555","106.072.119.002","K-MANTEL!D410/380X150","2.000","2/1/2018","2/6/2018"
"1298011","122.807.647.200","SCHWUNGRAD-ABZIEHVORRICHTUNG!","1.000","2/5/2018","2/13/2018"
"A139323A","NCR","NON COMFORMITY REPORT","12.000","1/23/2018","2/14/2018"
"1277930","123.604.621.201","ZYL-BLOCK ABPRESSEN!3K160-3K_1 (NKK)","3.000","1/26/2018","2/14/2018"
"1277932","122.888.035.200","STELLZYLINDER F-D-A-SA-O-165-T","6.000","2/5/2018","2/13/2018"
"1277950","123.604.624.200","STOPF.LECKG.RFR.!3K160-3K/3L","3.000","1/31/2018","2/9/2018"
"1282291","122.851.920.200","ZENTRALVENTIL!K4 SPEZIAL","4.000","1/17/2018","1/22/2018"
"1282294","122.855.338.200","ZENTRALVENTIL!K8","2.000","1/17/2018","1/22/2018"
"1282482","123.614.754.200","PACKUNG D90 5EL GESCHMIERT","1.000","2/5/2018","2/14/2018"
"1282492","123.614.750.001","KOLBENUNTERTEIL!D276/68X192","1.000","2/2/2018","2/13/2018"
"1283174","122.143.072.201","KAMMERRING 2!D365/108,5X51","4.000","1/10/2018","2/15/2018"
"1283241","122.143.071.201","DISTANZRING 1!D107","4.000","1/10/2018","2/15/2018"
"1283369","122.861.134.005","ZYL-BLOCK!1908X1490X1310","1.000","12/15/2017","2/14/2018"
"1283533","120.710.441.001","PLUNGER!D148X1360","3.000","10/5/2017","1/17/2018"
"1283715","123.614.594.001","KOLBEN!D117X1870","1.000","10/17/2017","2/15/2018"
"1285249","123.614.892.200","ZYL-BLOCK ABPRESSEN!4D300B-3W_1","1.000","1/11/2018","2/26/2018"
"1285410","122.842.896.200","STOPF.LECKG.RFR.!2D250B-2C","1.000","1/29/2018","2/28/2018"
"1286332","122.887.804.202","HD-PACKUNG!D109","1.000","2/8/2018","2/13/2018"
"1286543","123.615.808.001","KOLBENBODEN UNTEN!D614X227","4.000","12/12/2017","2/12/2018"
"1286552","122.886.681.001","KOLBENBODEN UNTEN!D574X227","2.000","1/24/2018","2/12/2018"
"1286868","120.713.125.204","KW-LEITUNG!G1""-1"" 150LBS SCHED80S L410","3.000","1/18/2018","2/1/2018"
"1286874","123.605.385.201","KW-LEITUNG!G1""-1"" 150LBS SCHED80S RE","3.000","1/11/2018","2/1/2018"
"1286876","123.602.871.201","KW-LEITUNG!G1""-1"" 150LBS SCHED80S RE","3.000","1/9/2018","2/1/2018"
"1287558","122.846.132.001","K-MANTEL!D520/490X150","8.000","1/19/2018","2/7/2018"
"1287919","123.610.819.200","SCHUBSTANGE!LP190 (CLASS)","6.000","11/17/2017","2/15/2018"
"1288946","123.604.621.200","ZYL-BLOCK ABPRESSEN!3K160-3K_1(CLASS)","3.000","1/5/2018","2/1/2018"
"1288950","122.843.681.206","MONT. KOLBENST. AN KK-KOERPER!","9.000","1/29/2018","3/2/2018"
"1288951","106.034.807.200.2","ZAHNRADOELPUMPE!3K160","3.000","1/24/2018","2/8/2018"
"1289859","122.114.450.001","SCHUBSTANGENKOERPER!865X380X95","1.000","1/4/2018","2/21/2018"
"1289860","122.114.450.002","SCHUBSTANGENBUEGEL!245X380X95","1.000","1/4/2018","2/21/2018"
"1289900","122.841.668.003.C","KOLBENMUTTER SB!SP-G2.50-11/W-BRZ/718","1.000","1/18/2018","1/22/2018"
"1290881","120.713.581.003","KOMPRESSORSCHILD EN!148X105X1","3.000","1/4/2018","2/16/2018"
"1290883","123.605.869.001","TAG-NR SCHILD!50X15X1","36.000","1/4/2018","2/16/2018"
"1290980","120.711.468.G81","ANTRIEB!2K160-2F_1","4.000","2/9/2018","2/26/2018"
"1291131","123.604.778.200","PACKUNGSPATRONE NR.1!D75","2.000","2/6/2018","2/13/2018"
"1291159","123.605.703.001","K-MANTEL!D550/520X160","1.000","1/17/2018","2/7/2018"
"1291237","000.630.227.022","ABSTREIFELEMENT LW200!D83/75X12","60.000","12/15/2017","2/2/2018"
"1291418","122.235.830.200","ZENTRALVENTIL K5","1.000","2/9/2018","2/13/2018"
"1291956","122.887.433.200","PACKUNGSPATRONE NR.2!D110","1.000","2/9/2018","2/12/2018"
"1291957","122.887.445.200","PACKUNGSPATRONE NR.3!D110","1.000","2/9/2018","2/14/2018"
"1291960","122.887.406.200","PACKUNGSPATRONE NR.1!D110","1.000","2/7/2018","2/13/2018"
"1292830","106.011.459.200.2","Schalenkupplung","1.000","1/9/2018","2/14/2018"
"1292983","120.714.734.G94","WERKZEUGLISTE!4K165-2N_1","1.000","2/12/2018","2/22/2018"
"1292984","120.714.734.G77","LOSE TEILE!4K165-2N_1","2.000","2/12/2018","2/22/2018"
"1293132","123.604.188.001","KOLBENSTANGE WCCO!D55X840,5","1.000","11/28/2017","2/14/2018"
"1294111","122.078.488.001","ZYLINDER!650X370X433","1.000","1/11/2018","2/16/2018"
"1294177","122.248.784.001","KUPPLUNGSMUTTER!D216/106X114","10.000","1/3/2018","2/12/2018"
"1294781","123.616.685.200","OELABSTREIFUNG ZYL.SEITE!D90","6.000","2/6/2018","2/12/2018"
"1294873","000.600.372.401","STOPFB KAMMER!D110/69X40","2.000","1/8/2018","1/30/2018"
"1295863","122.846.199.002","ZYL-DECKEL!D670X350","1.000","1/18/2018","2/6/2018"
"1296075","120.705.652.001","AUSSENRING!D411/230X58","13.000","2/6/2018","2/14/2018"
"1297177","000.600.454.181","ROHRANSCHL M KUGELKOPF!D14","26.000","1/31/2018","2/6/2018"
"1298234","000.600.360.301","STOPFB KAMMER!D98/59X34","4.000","2/7/2018","2/14/2018"
"A138314A","NCR","NON COMFORMITY REPORT","1.000","12/6/2017","2/23/2018"
"PL21-598","MAT.AEN.DER.UNG","MATERIALAENDERUNGEN","2.000","10/9/2017","3/13/2018"
"1277928","123.602.907.202","GESTELL ABPRESSEN!3K140/160 (NKK)","3.000","1/29/2018","2/14/2018"
"1277954","122.804.032.200","OELABLAUF VON FUEHRUNGSLAGER!3K140/3K160","3.000","1/30/2018","3/15/2018"
"1282301","122.950.027.201","ZWISCHENFUEHRUNG!D220X1560","2.000","11/10/2017","1/3/2018"
"1282486","122.869.662.001","LATERNE DV-181!D196/122X240","2.000","1/15/2018","1/22/2018"
"1282488","122.869.661.001","LATERNE SV-181!D196/122X225","2.000","1/15/2018","1/23/2018"
"1282490","123.614.747.001","KOLBENOBERTEIL!D276/68X197","1.000","2/2/2018","2/14/2018"
"1282550","120.707.670.200","DISTANZRING NR.1!D340/149,5X51","2.000","12/20/2017","1/29/2018"
"1282551","120.707.671.200","KAMMERRING NR.2!D340/149,5X51","2.000","12/20/2017","1/29/2018"
"1282552","120.707.672.200","KAMMERRING NR.3!D340/149,5X51","2.000","12/20/2017","1/29/2018"
"1282566","120.707.673.200","KAMMERRING NR.4!D340/149,5X51","2.000","12/20/2017","1/29/2018"
"1282568","120.707.674.200","KAMMERRING NR.5!D340/149,5X51","2.000","12/20/2017","1/29/2018"
"1282569","120.707.676.200","KAMMERRING NR.6!D340/149,5X51","2.000","12/20/2017","1/29/2018"
"1282573","120.707.677.200","KAMMERRING NR.8!D340/149,5X51","2.000","1/3/2018","1/30/2018"
"1282578","122.234.867.200","FUEHRUNGSRING NR.7!D340/149,5X80","2.000","1/3/2018","1/30/2018"
"1283879","122.142.956.200","KAMMERRING 6!D340/131,5X51","1.000","12/21/2017","1/29/2018"
"1283965","122.142.951.200","DISTANZRING 1!D340/131,5X51","2.000","12/21/2017","1/29/2018"
"1283967","122.142.957.200","FUEHRUNGSRING NR.7!D340/131,5X80","2.000","1/17/2018","2/1/2018"
"1284838","123.610.932.200","HAUPTLAGER!320X144X319","6.000","9/28/2017","2/20/2018"
"1285105","122.845.587.200","GESTELL ABPRESSEN!4K165","1.000","11/27/2017","2/22/2018"
"1285412","123.615.548.001","LATERNE SV-218!D230/170X185","4.000","1/12/2018","1/19/2018"
"1285584","122.845.699.205","MONT. KOLBENST. AN KK-KOERPER!4K165","4.000","2/20/2018","3/13/2018"
"1286511","123.615.258.001","ZYLINDER!1259X1600X1190","2.000","1/10/2018","2/15/2018"
"1286514","123.615.634.200","PACKUNG!D75 4EL TROCKENLAUF","2.000","2/1/2018","2/13/2018"
"1286906","000.630.950.101","ZYL-DECKEL!D415X245","1.000","2/2/2018","2/21/2018"
"1286994","120.707.606.001","KOLBENSTANGE WCCO!D65X1380","2.000","10/5/2017","2/15/2018"
"1287800","122.842.408.001","DECKEL OELP!255,5X160X46","2.000","1/25/2018","2/14/2018"
"1287911","123.601.816.003","KOLBENSTANGE WCCO!D75X1264,5 (CLASS)","2.000","10/4/2017","2/15/2018"
"1288764","122.809.045.007","FLANSCH!155X155X20-G1 1/2","4.000","1/31/2018","2/12/2018"
"1288766","122.856.243.001","VENTILDECKEL ABH. TE!277-16-32","12.000","1/16/2018","2/20/2018"
"1289344","122.887.036.200","KOLBENSTANGENSCHMIERUNG!5LP250","1.000","2/1/2018","2/7/2018"
"1290246","123.605.592.001","KOLBENSTANGE!D112X1773(CLASS)","2.000","11/13/2017","2/15/2018"
"1290723","122.841.442.001","DECKEL AEND!D127X17,5/G1""","1.000","1/9/2018","1/18/2018"
"1290766","123.609.005.200","PACKUNGSFLANSCH!D318/120X75","2.000","12/15/2017","2/20/2018"
"1291096","106.014.977.001","K-MANTEL!D330X180","1.000","1/15/2018","2/2/2018"
"1291116","122.876.798.001","GRUNDRING!D440/120X125","1.000","1/9/2018","2/16/2018"
"1291428","122.885.055.200","PACKUNGSPATRONE NR.1!D130","1.000","2/6/2018","2/13/2018"
"1292007","123.604.206.001","KOLBENSTANGE WCCO!D60X1036,5","1.000","11/14/2017","2/20/2018"
"1292080","122.336.415.001","KOLBEN!D232,5/46X140","6.000","1/26/2018","2/14/2018"
"1292081","122.336.415.001","KOLBEN!D232,5/46X140","6.000","1/26/2018","2/14/2018"
"1292711","122.000.026.343","DICHTRING!D126/90,6X59","5.000","2/12/2018","2/15/2018"
"1292722","123.602.680.200","PACKUNGSPATRONE NR.1!D130","1.000","2/9/2018","2/12/2018"
"1293038","123.609.386.200","ZWISCHENRAUMPACKUNG SPERRE!D65","4.000","2/12/2018","2/14/2018"
"1293865","000.630.832.621","K-BODEN!O D295X75","1.000","2/6/2018","2/14/2018"
"1293869","000.600.152.701","K-BODEN!U D465X75","1.000","1/23/2018","2/16/2018"
"1293870","000.600.152.601","K-BODEN!O D465X75","1.000","1/23/2018","2/2/2018"
"1294071","000.230.283.602","MUTTER!SW60X71","10.000","1/23/2018","2/12/2018"
"1294267","106.010.407.205","ABSTREIFELEMENT LW200!D83/75X12","60.000","1/3/2018","1/31/2018"
"1294458","122.845.127.201","OELLEITUNG!AN ZAHNRADOELPUMPE","1.000","1/23/2018","2/12/2018"
"1294464","123.616.592.200","ABLAUF WASSERAUFFANGSCHALE!2DL250B-2B_1","1.000","1/9/2018","2/12/2018"
"1294726","000.600.375.281","FED FUEHRG RING!D174/139X17,5","50.000","1/24/2018","2/14/2018"
"1294752","122.234.878.200","KAMMERRING NR.8!D365/115,5X51","1.000","1/19/2018","2/14/2018"
"1295364","123.600.583.001","BLINDFLANSCH!3""CL150 SPEZIAL","1.000","2/7/2018","2/13/2018"
"1295442","000.600.183.701","K-BODEN!O D390X75","1.000","2/1/2018","2/14/2018"
"1296241","122.337.298.001","KOLBEN!D205,5X139","1.000","1/31/2018","2/16/2018"
"1296381","000.600.302.701","K-MANTEL!D345/315X150","1.000","2/8/2018","2/14/2018"
"1296502","122.700.112.200","KAMMERRING NR.2!D365/105,5X51","2.000","1/18/2018","2/14/2018"
"1297491","000.630.296.522","K-MANTEL!D220/190X150","2.000","2/6/2018","2/13/2018"
"1298157","123.618.628.200","STOPFB DECKEL!D280/125X54 SPEZIAL","2.000","2/7/2018","2/12/2018"
"1298158","123.618.631.001","STOPFB KAMMER!D200/125X46 SPEZIAL","8.000","2/8/2018","2/12/2018"
"1298160","123.618.633.001","STOPFB KAMMER!D200/125X46 SPEZIAL","2.000","2/8/2018","2/12/2018"
"1298785","122.807.647.200","SCHWUNGRAD-ABZIEHVORRICHTUNG!","1.000","2/13/2018","2/14/2018"
"A1282664A","NCR","NON COMFORMITY REPORT","1.000","12/8/2017","1/24/2018"
"1295886","122.856.213.001","VENTILDECKEL ABH.TE!323-8-16","4.000","1/10/2018","2/15/2018"
"1286537","123.615.714.200","PACKUNG!D90 4EL TROCKENLAUF","4.000","1/26/2018","2/15/2018"
"1295887","122.859.029.001","VENTILDECKEL TE!323-8-16","12.000","1/10/2018","2/15/2018"
"1287568","122.842.618.001","KK-KOERPER!D250X365","22.000","9/15/2017","2/14/2018"
"1289731","122.841.833.200","AUSGLEICHS-LEITUNG!","3.000","1/9/2018","2/8/2018"
"1292713","123.602.187.200","PACKUNGSPATRONE NR.2!D130","1.000","2/7/2018","2/13/2018"
"1297961","000.600.281.401","K-BODEN!O D315X75","1.000","2/6/2018","2/14/2018"
"V-922-473","VOR.RIC.HTU.NG","VORRICHTUNG-WERKZEUG HERSTELLUNG","1.000","2/8/2018","3/13/2018"
"1277934","123.603.760.201","ZYL-BLOCK ABPRESSEN!3K160-3K_1 (NKK)","3.000","1/30/2018","2/23/2018"
"1283567","122.871.607.200","VORSTOPFBUECHSE!D148","3.000","1/15/2018","1/26/2018"
"1285255","123.614.784.200","ZYL-BLOCK ABPRESSEN!4D300B-3W_1","1.000","2/2/2018","2/28/2018"
"1286168","122.700.196.200","KAMMERRING NR.6!D340/145,5X51","1.000","1/15/2018","2/14/2018"
"1287745","122.809.872.202","KUEHLWASSERAUSTRITT!","4.000","2/8/2018","2/12/2018"
"1287774","122.842.416.001","OELFANG!900X660X58","1.000","11/14/2017","1/29/2018"
"1288797","123.603.760.201","ZYL-BLOCK ABPRESSEN!3K160-3K_1 (NKK)","1.000","2/2/2018","2/26/2018"
"1289056","122.807.836.002","K-BODEN!U D700X125 VERKUPFERT","1.000","1/5/2018","2/6/2018"
"1289396","123.604.624.200","STOPF.LECKG.RFR.!3K160-3K/3L","3.000","12/20/2017","2/5/2018"
"1290878","123.604.845.200","LECKGAS-RUECKFUEHRUNG!3K160 PSV","3.000","12/22/2017","2/14/2018"
"1290880","123.604.604.200","OELLEITUNG HAND!3K140/3K160","3.000","11/29/2017","2/14/2018"
"1290983","122.841.949.207","MONT. KOLBENST. AN KK-KOERPER!2K160","8.000","2/1/2018","2/26/2018"
"1291545","122.142.960.011","GEWINDESTANGE!M12X465","24.000","2/7/2018","2/13/2018"
"1292923","123.616.419.200","KW-LEITUNG!G3/4""-1"" 150LBS SCHED80S","1.000","1/9/2018","2/15/2018"
"1293070","122.841.941.200","ZAHNRADOELPUMPE!K158/160","1.000","1/19/2018","2/7/2018"
"1293325","000.630.245.181","ABSTREIFELEMENT LW200!D73/65X12","40.000","1/16/2018","2/14/2018"
"1293651","120.710.482.048","SO-ANSCHWEISSVERSCHR!D28/R30,15","2.000","1/17/2018","1/30/2018"
"1293730","122.842.762.200","STELLZYLINDER-ABPRESSEN","10.000","2/9/2018","2/27/2018"
"1293800","000.630.480.201","GEW ROHR!G 1""X220","6.000","2/1/2018","2/6/2018"
"1294701","122.844.292.001","ZYL-BLOCK!1240X1015X983","1.000","2/2/2018","3/12/2018"
"1295366","106.010.642.001","STOPFB DECKEL!D295/125X70","2.000","2/7/2018","2/16/2018"
"1296099","000.630.246.183","ABSTREIFELEMENT LW200!D91/80X15","30.000","1/19/2018","2/16/2018"
"1298016","000.600.360.201","STOPFB KAMMER!D98/59X34","2.000","2/5/2018","2/14/2018"
"1298103","123.605.908.001","ZYL-DECKEL!D635X230(ABS)","1.000","2/6/2018","2/15/2018"
"1298159","123.618.630.001","ZWISCHENRING!D200/125X39 SPEZIAL","2.000","2/8/2018","2/16/2018"
"1298235","000.600.360.401","ZWISCHENRING!D98/59X10","4.000","2/7/2018","2/21/2018"
"1298456","000.630.163.301.2","LATERNE!DV D191X213,5","2.000","2/14/2018","2/20/2018"
"A1284837A","ABM","ABWEICHUNGSMELDUNG","1.000","2/14/2018","2/21/2018"
"A1291856A","NCR","NON COMFORMITY REPORT","1.000","1/26/2018","2/5/2018"
"1279703","122.853.041.001","KOLBENSTANGE WCCO!D90X1902","4.000","10/4/2017","2/9/2018"
"1282489","123.614.747.001","KOLBENOBERTEIL!D276/68X197","1.000","2/1/2018","2/14/2018"
"1282491","123.614.750.001","KOLBENUNTERTEIL!D276/68X192","1.000","2/1/2018","2/13/2018"
"1283559","122.871.543.200","VORSTOPFBUECHSE!D107","4.000","1/16/2018","1/25/2018"
"1283682","120.710.409.202","HD-PACKUNG!D148","1.000","1/25/2018","1/30/2018"
"1284970","122.000.002.294","KREUZKOPF!D150X180","10.000","11/17/2017","2/21/2018"
"1286127","122.855.799.200","KREUZKOPF 3T!D340X490","2.000","1/24/2018","2/15/2018"
"1286472","120.702.026.200","FUEHRUNGSRING NR7!D340/145,5X95","1.000","1/17/2018","2/12/2018"
"1286866","120.711.800.203","KW-LEITUNG!G1""-1"" 150LBS SCHED80S L140","3.000","1/30/2018","2/14/2018"
"1286870","123.604.887.201","KW-LEITUNG!G1""-1"" 150LBS SCHED80S RE","3.000","2/1/2018","3/1/2018"
"1286872","122.889.513.201","KW-LEITUNG!G1""-1"" 150LBS SCHED80S RE","3.000","1/30/2018","2/12/2018"
"1286878","123.604.845.200","LECKGAS-RUECKFUEHRUNG!3K160 PSV","3.000","1/31/2018","2/12/2018"
"1286880","123.602.994.200","DRUCKAUSGLEICHSLEITUNG!3K160 PSV RE","3.000","2/1/2018","3/16/2018"
"1287960","123.609.263.198","KOMPRESSOR LGE ASME LI!3K160-3K_1 (LR)","3.000","1/15/2018","3/6/2018"
"1288910","122.000.003.941","KREUZKOPF!D240X280","1.000","11/7/2017","2/8/2018"
"1289158","122.841.337.204","KUEHLWASSERAUSTRITT!G3/4-D18","2.000","2/8/2018","2/9/2018"
"1289159","106.011.233.201","FILTER IM GESTELL!2K250","2.000","1/10/2018","2/13/2018"
"1289238","123.607.948.200","DRUCKAUSGLEICHSLEITUNG!3K160 PSV LI","3.000","12/22/2017","2/5/2018"
"1289619","122.871.567.001","K-BODEN!O D705/78X90","2.000","1/17/2018","2/21/2018"
"1289761","123.608.515.200","OELLEITUNG MAGNET!3K140/3K160","3.000","1/15/2018","2/22/2018"
"1290034","123.601.044.001","VENTILDECKEL!D350X54","8.000","1/23/2018","2/7/2018"
"1290467","123.606.722.200","PACKUNGSPATRONE!D57 8EL","2.000","1/29/2018","1/31/2018"
"1290874","123.605.385.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S LI","3.000","12/21/2017","2/1/2018"
"1290975","123.604.322.200","ZYL-BLOCK VORMONTAGE!2K160-2F_1 (CLASS)","4.000","2/1/2018","2/26/2018"
"1291182","122.224.992.001","KOLBENST MUTTER!D168/111X115","1.000","1/16/2018","2/7/2018"
"1292129","122.864.432.001","INNERE BUECHSE!D236/104X432","2.000","1/12/2018","1/23/2018"
"1292130","122.864.431.001","AEUSSERE BUECHSE!D411/235X432","2.000","1/11/2018","1/22/2018"
"1292345","122.843.112.200","HEBEVORRICHTUNG!4D375B","1.000","2/2/2018","2/12/2018"
"1292825","122.601.975.001","AUESSERE BUECHSE!D341/215X402","4.000","2/1/2018","2/12/2018"
"1292886","122.807.647.200","SCHWUNGRAD-ABZIEHVORRICHTUNG!","1.000","2/8/2018","2/13/2018"
"1293462","000.630.246.181","ABSTREIFELEMENT LW200!D91/80X15","30.000","1/12/2018","2/20/2018"
"1293738","122.886.853.001","ZYL-DECKEL!D405X275(CLASS)","1.000","2/6/2018","2/21/2018"
"1293866","106.109.838.001","K-BODEN!U D295X75","1.000","1/23/2018","2/21/2018"
"1294176","122.235.127.001","KUPPLUNGSMUTTER!D216/111X114","8.000","1/11/2018","2/6/2018"
"1294300","122.871.625.001","SAUGVENTILDECKEL!308-8-16","4.000","2/1/2018","2/15/2018"
"1294328","122.848.649.001","K-BODEN!U D290X57.5","1.000","2/6/2018","2/21/2018"
"1294329","122.848.650.001","K-BODEN!O D290X57.5","1.000","2/6/2018","2/21/2018"
"1294422","000.630.134.421","K-BODEN!U D325X70","2.000","2/6/2018","2/14/2018"
"1294648","000.631.151.701","DRUCKRING!D182/168X11","12.000","1/15/2018","1/29/2018"
"1295079","000.600.458.621","UEBERWURFMUTTER!G3/4""X22","4.000","1/30/2018","2/21/2018"
"1295080","000.600.458.421","DOPPELNIPPEL!G3/4""X46","4.000","1/30/2018","2/21/2018"
"1295369","000.630.277.721","K-MANTEL!D300/270X140","1.000","2/8/2018","2/13/2018"
"1295370","000.630.289.101","K-MANTEL!D160/130X140","1.000","2/8/2018","2/12/2018"
"1295904","123.603.759.001","ZYL-BLOCK!1094X794X978(CLASS)","1.000","2/13/2018","3/6/2018"
"1297803","000.630.266.623","K-MANTEL!D360/330X180","1.000","2/9/2018","2/15/2018"
"1297960","000.600.281.501","K-BODEN!U D315X75","1.000","2/6/2018","2/21/2018"
"1298387","120.708.454.001","INNENRING!D246/144X57","8.000","2/12/2018","2/20/2018"
"V-922-476","VOR.RIC.HTU.NG","VORRICHTUNG-WERKZEUG HERSTELLUNG","1.000","1/12/2018","2/27/2018"
"V-980-017","VOR.RIC.HTU.NG","VORRICHTUNG-WERKZEUG HERSTELLUNG","1.000","2/7/2017","5/25/2018"
"1282462","123.615.031.200","ZYLINDER ABPRESSEN!GEB 180A_01","1.000","1/16/2018","2/14/2018"
"1283589","123.613.821.G77","LOSE TEILE!4B3A-2.29_1","1.000","12/11/2017","3/9/2018"
"1283677","120.710.408.200","FESTIGKEITSBUECHSE NR.9!D340/155X455","2.000","12/20/2017","1/30/2018"
"1286124","123.615.580.001","KAMMERGEHAEUSE!D190/81,5X48","2.000","1/25/2018","2/15/2018"
"1286487","123.615.816.200","ZYLINDER ABPRESSEN!NG450AX_01","1.000","12/22/2017","2/16/2018"
"1289253","106.034.058.001","ZYL-DECKEL!D420X233 (CLASS)","1.000","2/6/2018","2/15/2018"
"1289407","122.871.641.001","LATERNE SV-308!D322/240X305","8.000","12/20/2017","2/21/2018"
"1290313","000.631.052.802","KOLBENSTANGE!D70X1229,5","2.000","11/7/2017","2/15/2018"
"1290709","120.712.361.201","ROHRANSCHL. LECKGAS!2D250B-2C_1","1.000","1/30/2018","2/12/2018"
"1290711","122.848.578.204","ROHRANSCHLUSS!G1""-1""-150LBS","1.000","1/31/2018","2/14/2018"
"1290712","120.710.210.202","ROHRANSCHLUSS BF!G1""-1"" 150LBS SCHED80S","1.000","1/31/2018","3/1/2018"
"1290713","122.849.249.208","KW-LEITUNG!G1""-1""","1.000","1/31/2018","2/8/2018"
"1290714","122.849.249.210","KW-LEITUNG!G1""-1""","1.000","2/2/2018","2/8/2018"
"1290715","122.849.249.209","KW-LEITUNG!G1""-1""","1.000","2/2/2018","2/8/2018"
"1290718","122.849.249.211","KW-LEITUNG!G1""-1""","1.000","2/2/2018","2/8/2018"
"1290719","120.712.359.200","KW-LEITUNG!G1""-1""","1.000","2/2/2018","2/8/2018"
"1290981","123.607.247.200","KURBELTRIEB!2K160 (CLASS)","4.000","1/26/2018","3/9/2018"
"1291628","123.615.587.001","DECKEL!D180/81,5X10","4.000","1/25/2018","2/12/2018"
"1291629","123.615.590.001","ABSTREIFERGEHAEUSE!D250/81,5X61,5","2.000","1/25/2018","2/16/2018"
"1291760","120.712.735.202","OELLEITUNG!AN ZAHNRADOELPUMPE","1.000","1/31/2018","3/13/2018"
"1291870","106.013.706.201","ANSCHLUSSPLATTE!2K90","1.000","2/9/2018","2/21/2018"
"1291975","122.849.250.200","KW-LEITUNG!G1""-1""","2.000","2/2/2018","2/8/2018"
"1291976","123.616.667.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80","1.000","2/2/2018","2/8/2018"
"1292125","120.705.651.001","INNENRING!D231/104X58","13.000","2/13/2018","2/21/2018"
"1292134","123.604.120.001","KOLBENSTANGE WCCO!D65X1375","1.000","11/15/2017","2/15/2018"
"1292566","122.700.119.200","FESTIGK.BUECHSE NR9!D365X455","2.000","1/24/2018","2/14/2018"
"1292653","122.855.856.001","FUEHRUNGSRING HAELFTE!D367/283X34","6.000","1/8/2018","2/23/2018"
"1294668","106.074.556.200","STOPFB DECKEL!D225X80X46","2.000","1/30/2018","2/15/2018"
"1295330","123.602.941.001","K-MANTEL!D370X160","1.000","2/1/2018","2/7/2018"
"1295508","000.630.393.501","STOPFB KAMMER!D140/80X40","8.000","2/2/2018","2/12/2018"
"1296293","122.809.045.006","FLANSCH!155X155X20","2.000","2/7/2018","2/12/2018"
"1296320","000.630.378.801","ZWISCHENRING!D145/85X17","1.000","1/29/2018","2/21/2018"
"1297169","123.618.055.001","KOLBENBODEN OBEN!D441/58X191","1.000","2/9/2018","2/21/2018"
"1297433","123.618.258.001","LATERNE SV-161HD!D194/120X205","1.000","2/1/2018","2/15/2018"
"1297434","123.618.259.001","LATERNE DV-161HD!D194/120X220","1.000","1/31/2018","2/21/2018"
"1297570","122.879.082.001","FLICKBUECHSE!D72X68/G11/2""/M36","1.000","1/31/2018","2/5/2018"
"1297962","000.600.042.721","LATERNE SV-196!D211/142X193,5","1.000","2/12/2018","2/21/2018"
"1298745","123.609.263.900","KOMPRESSOR SPEDI LGE ASME LI!3K160-3K_1","3.000","2/14/2018","3/22/2018"
"A138314B","NCR","NON COMFORMITY REPORT","1.000","2/6/2018","2/23/2018"
"1277970","106.109.289.205","SCHUBSTANGE!2K160 L=450 (CLASS)","9.000","2/8/2018","2/21/2018"
"1282806","122.877.335.001","LATERNE DV-241!D256/173X260","1.000","1/11/2018","2/21/2018"
"1283596","123.615.341.200","SCHUBSTANGE-KREUZKOPF 3T!BE_01","3.000","1/23/2018","2/7/2018"
"1285204","123.613.104.200","ZYL-BLOCK ABPRESSEN CSS!3K140-3D_1","1.000","1/31/2018","2/27/2018"
"1286395","120.705.519.202","HD-PACKUNG!D130","2.000","1/24/2018","1/30/2018"
"1286904","106.109.573.001","ZYL-BLOCK!1870X920X855","1.000","1/18/2018","2/22/2018"
"1286920","122.840.859.001","VENTILDECKEL DS SPEZ.!233X233X58","4.000","1/5/2018","3/1/2018"
"1287769","000.630.866.301","KOLBENST MUTTER!D180X90","8.000","2/1/2018","2/15/2018"
