"material","description","product_hierarchy","division","gpr","basic_material","dimensions","min_lot","weight_net","weight_net_unit","weight_gross","weight_gross_unit"
"122.885.102.200","DISTANZRING EXXON NR.1!D100","0003-4200","04","K311","","D340/101,5X51","","35.300","KG","35.300","KG"
"122.885.103.200","KAMMERRING EXXON NR.2!D100","0003-4200","04","K311","","D340/101,5X51","","35.300","KG","35.300","KG"
"122.885.104.200","KAMMERRING EXXON NR.3!D100","0003-4200","04","K311","","D340/101,5X51","","35.300","KG","35.300","KG"
"122.885.105.200","KAMMERRING EXXON NR.4!D100","0003-4200","04","K311","","D340/101,5X51","","35.300","KG","35.300","KG"
"122.885.106.200","KAMMERRING EXXON NR.5!D100","0003-4200","04","K311","","D340/101,5X51","","35.300","KG","35.300","KG"
"122.885.108.200","KAMMERRING EXXON NR.6!D100","0003-4200","04","K311","","D340/101,5X51","","35.300","KG","35.300","KG"
"122.885.109.200","FUEHRUNGSRING EXXON NR.7!D100","0003-4200","04","K311","","D340/101,5X70","","48.000","KG","48.000","KG"
"122.885.111.200","KAMMERRING EXXON NR.8!D100","0003-4200","04","K311","","D340/101,5X51","","35.300","KG","35.300","KG"
"122.885.112.200","FESTIGKEITSBUECHSE EXXON NR.9!D100","0003-4200","04","K271","","D340/103X400","","267.000","KG","267.000","KG"
"122.885.142.001","ZYLINDERBODEN!880X780X340","0003-4200","04","K251","42CRMO4","880X780X340","","1,128.000","KG","1,128.000","KG"
"122.885.173.001","RING!D170/103X36","0003-4200","04","K211","S355J2+N","D170/103X36","","2.932","KG","2.932","KG"
"122.885.175.200","GEHAEUSE!D100","0003-4200","04","K71","S355J2+N","D170/103X80","","5.749","KG","5.749","KG"
"122.885.184.001","DECKRING!D168/103X17","0003-4200","04","K212","S355J2+N","D168/103X17","","1.387","KG","1.387","KG"
"122.885.202.001","GEHAEUSE!D168/117X54","0003-4200","04","K212","S355J2+N","D168/117X54","","2.577","KG","2.577","KG"
"122.885.203.001","KAMMERRING!D143,5/102X25","0003-4200","04","K211","S355J2+N","D143,5/102X25","","0.671","KG","0.671","KG"
"122.885.209.300","KOLBEN CSS!D115/H200","0003-2200","02","K600","","D115/H200","","58.000","KG","58.000","KG"
"122.885.210.001","KOLBEN!D112X1877","0003-2200","02","K432","34CRNIMO6","D112X1877","","57.305","KG","57.305","KG"
"122.885.279.001","VENTILDECKEL!D300X89","0003-2400","02","K192","S355J2+N","D300X89","","35.459","KG","35.459","KG"
"122.885.302.200","SCHUBSTANGE!1360X440X120","0003-2400","02","K52","C35E","1360X440X120","6.000","239.000","KG","239.000","KG"
"122.885.481.002","GRUNDRING EXXON!D365/119X115","0003-4200","04","K311","Spez.CrNiMo.1","D365/119X115","","74.924","KG","74.924","KG"
"122.885.555.001","DECKEL!D173/96,5X10","0003-2400","02","K211","C35","D173/96,5X10","25.000","1.219","KG","1.219","KG"
"122.885.597.200","PACKUNGSFLANSCH!D260/68X70","0003-2200","02","K212","S355J2+N","D260/68X70","","22.958","KG","22.958","KG"
"122.885.626.001","LATERNE SV-115HD!D149/60X225","0003-2400","02","K361.1","EN-GJL-250","D149/60X225","","10.467","KG","10.467","KG"
"122.885.627.001","LATERNE DV-115HD!D149/60X240","0003-2400","02","K361.1","EN-GJL-250","D149/60X240","","10.760","KG","10.760","KG"
"122.885.691.001","VENTILDECKEL TE!161-25-50","0001-1000","01","K191.2","EN-GJS-350-22-LT","216X216X59","","10.951","KG","10.951","KG"
"122.885.692.001","VENTILDECKEL ABH. TE!161-25-50","0001-1000","01","K191.2","EN-GJS-350-22-LT","216X216X56","","10.341","KG","10.341","KG"
"122.885.806.200","ZAHNRADOELPUMPE, GASDICHT!2D250-2A_1","0001-1000","01","K600","","2D250-2A_1","","145.900","KG","145.900","KG"
"122.885.877.001","ZYLINDERBODEN!880X780X340","0003-4200","04","K251","42CRMO4","880X780X340","","1,148.000","KG","1,148.000","KG"
"122.885.984.001","ZENTRIERRING!D150/76X87","0003-2500","02","K211","34CRNIMO6+QT","D150/76X87","","6.077","KG","6.077","KG"
"122.886.043.200","KERNSTUECK EXXON!D390/153X320","0003-4200","04","K291","30CRNIMO8","D390/153X320","","230.300","KG","230.300","KG"
"122.886.073.200","LAGERGEH!3K160","0001-1200","01","K101.2","EN-GJL-200","3K160","","54.600","KG","54.600","KG"
"122.886.083.203","HD-PACKUNG EXXON!D115","0003-4200","04","K600","","D370/115X867","","589.421","KG","589.421","KG"
"122.886.089.001","ZYL-DECKEL!D855X280","0001-1000","01","K82.2","EN-GJSA-XNI35","D855X280","","354.500","KG","354.500","KG"
"122.886.090.200","DISTANZRING EXXON NR.1! D115","0003-4200","04","K311","","D340/116,5X51","","33.900","KG","33.900","KG"
"122.886.091.200","KAMMERRING EXXON NR.2!D115","0003-4200","04","K311","","D340/116,5X51","","33.900","KG","33.900","KG"
"122.886.092.200","KAMMERRING EXXON NR.3!D115","0003-4200","04","K311","","D340/116,5X51","","33.900","KG","33.900","KG"
"122.886.093.200","KAMMERRING EXXON NR.4!D115","0003-4200","04","K311","","D340/116,5X51","","33.900","KG","33.900","KG"
"122.886.094.200","KAMMERRING EXXON NR.5!D115","0003-4200","04","K311","","D340/116,5X51","","33.900","KG","33.900","KG"
"122.886.095.200","KAMMERRING EXXON NR.6!D115","0003-4200","04","K311","","D340/116,5X51","","33.900","KG","33.900","KG"
"122.886.096.200","FUEHRUNGSRING EXXON NR.7!D115","0003-4200","04","K311","","D340/116,5X70","","46.000","KG","46.000","KG"
"122.886.097.200","KAMMERRING EXXON NR.8!D115","0003-4200","04","K311","","D340/116,5X51","","33.900","KG","33.900","KG"
"122.886.098.200","FESTIGKEITSBUECHSE EXXON NR.9!D115","0003-4200","04","K271","","D340/118X400","","255.900","KG","255.900","KG"
"122.886.123.200","GEHAEUSE!D115","0003-4200","04","K71","S355J2+N","D180/118X80","","5.508","KG","5.508","KG"
"122.886.127.001","AUSSENRING EXXON!D341/215X53","0003-4200","04","K211.1","30CRNIMO8","D341/215X53","","22.890","KG","22.890","KG"
"122.886.128.001","INNENRING EXXON!D216/115X53","0003-4200","04","K211.1","Spez.CrNiMo.3","D216/115X53","","11.000","KG","11.000","KG"
"122.886.129.001","INNENRING EXXON!D216/115X72","0003-4200","04","K211.1","Spez.CrNiMo.3","D216/115X72","","14.900","KG","14.900","KG"
"122.886.130.001","AUSSENRING EXXON!D341/215X72","0003-4200","04","K311","30CRNIMO8","D341/215X72","","31.100","KG","31.100","KG"
"122.886.131.001","AEUSSERE BUECHSE EXX!D341/215X402","0003-4200","04","K271","30CRNIMO8","D341/205X402","","173.600","KG","173.600","KG"
"122.886.132.001","INNERE BUECHSE EXXON!D216/116X402","0003-4200","04","K271","Spez.CrNiMo.3","D216/116X402","","82.300","KG","82.300","KG"
"122.886.133.001","INNERE BUECHSE EXXON!D206/101X402","0003-4200","04","K271","Spez.CrNiMo.3","D206/101X402","","79.894","KG","79.894","KG"
"122.886.135.001","INNENRING EXXON!D206/100X72","0003-4200","04","K211.1","Spez.CrNiMo.3","D206/100X72","","14.396","KG","14.396","KG"
"122.886.136.001","INNENRING EXXON!D206/100X53","0003-4200","04","K211.1","Spez.CrNiMo.3","D206/100X53","","10.598","KG","10.598","KG"
"122.886.146.001","GRUNDRING EXXON!D365/125X115","0003-4200","04","K311","Spez.CrNiMo.1","D365/125X115","","73.855","KG","73.855","KG"
"122.886.161.001","DECKRING!D178/118X17","0003-4200","04","K212","S355J2+N","D178/118X17","","1.349","KG","1.349","KG"
"122.886.163.001","KAMMERRING!D156,5/117X25","0003-4200","04","K211","S355J2+N","D156,5/117X25","","0.752","KG","0.752","KG"
"122.886.166.001","GEHAEUSE!D178/132X54","0003-4200","04","K212","S355J2+N","D178/132X54","","2.000","KG","2.000","KG"
"122.886.171.001","VENTILDECKEL!D390X54","0003-2400","02","K192","S355J2+N","D390X54","","43.193","KG","43.193","KG"
"122.886.184.001","AUSLASSSTUECK EXXON!D250X670","0003-4200","04","K75","30CRNIMO8","D250X670","","92.246","KG","92.246","KG"
"122.886.209.001","LATERNE DV-176!D191/122X146,5","0003-2400","02","K361","EN-GJL-200","D191/122X146,5","","9.169","KG","9.169","KG"
"122.886.217.001","LATERNE SV-176!D191/122X137","0003-2400","02","K361","EN-GJL-200","D191/122X137","","8.298","KG","8.298","KG"
"122.886.288.001","KAMMERRING!D150/106X24,5","0003-4200","04","K211","S355J2+N","D150/106X24,5","","0.721","KG","0.721","KG"
"122.886.296.200","PACKUNGSPATRONE 1 D90 9EL","0003-2400","02","K600","","D90 9EL","","34.500","KG","34.500","KG"
"122.886.298.200","PACKUNGSPATRONE D90 9EL","0003-2400","02","K600","X12CRS13/V+S","D90 9EL","","29.000","KG","29.000","KG"
"122.886.300.200","PACKUNGSPATRONE 2 D90 9EL","0003-2400","02","K600","","D90 9EL","","34.500","KG","34.500","KG"
"122.886.383.001","LATERNE DV-161HD!D194/120X230","0003-2400","02","K362","EN-GJL-250","D194/120X230","","11.414","KG","11.414","KG"
"122.886.395.001","VENTILDECKEL!D330X74","0003-2400","02","K192","S355J2+N","D330X74","","38.498","KG","38.498","KG"
"122.886.516.001","VENTILDECKEL!D370X64","0003-2400","02","K192","S355J2+N","D370X64","","42.870","KG","42.870","KG"
"122.886.549.001","ZYLINDER!1259X1600X1190","0003-2400","02","K241","EN-GJS-400-18-RT","1259X1600X1190","","3,057.000","KG","3,057.000","KG"
"122.886.551.001","ZYLINDERBODEN!D895X339","0003-2400","02","K82.2","EN-GJS-400-18-RT","D895X339","","698.826","KG","698.826","KG"
"122.886.555.001","ZYLINDERDECKEL!D895X310","0003-2400","02","K82.2","EN-GJS-400-18-RT","D895X310","","598.590","KG","598.590","KG"
"122.886.563.001","LAGERSCHILD!PS D514/142X138","0001-1000","01","K101.2","EN-GJL-250","PS D514/142X138","2.000","61.342","KG","61.342","KG"
"122.886.568.001","GEH Z OELP!D514X166","0001-1000","01","K72","EN-GJS-400-18-LT","D514X166","2.000","61.000","KG","61.000","KG"
"122.886.568.004","GEH Z OELP. TE!D514X166","0001-1200","01","K72","EN-GJS-400-15","D514X166","2.000","60.615","KG","60.615","KG"
"122.886.572.001","LAGERSCHILD!AS D514X138","0001-1000","01","K101.2","EN-GJL-250","AS D514X138","3.000","60.280","KG","60.280","KG"
"122.886.575.004","DECKEL L-SCHILD TE!D514/148X92","0001-1200","01","K101.2","EN-GJS-400-15","D514/148X92","","35.000","KG","35.000","KG"
"122.886.577.203","ZAHNRADOELPUMPE!3K140/3K160","0001-1200","01","K600","EN-GJS-400-15","3K140/3K160","","80.000","KG","80.000","KG"
"122.886.580.200","STELLZYLINDER M-E-B-SA-O-228-Z","0001-1130","03","K600","","M-E-B-SA-O-228-Z","","11.400","KG","11.400","KG"
"122.886.581.001","KOLBENMANTEL!D684/604X384","0003-2400","02","K401","EN-GJS-400-15","D684/604X384","","131.909","KG","131.909","KG"
"122.886.583.001","KOLBENBODEN UNTEN!D624X192","0003-2400","02","K401","EN-GJS-400-15","D624X192","","103.821","KG","103.821","KG"
"122.886.584.001","KOLBENBODEN OBEN!D624X192","0003-2400","02","K401","EN-GJS-400-15","D624X192","","103.852","KG","103.852","KG"
"122.886.585.001","LATERNE DV-308!D325/244X310","0003-2400","02","K361","EN-GJL-200","D325/244X310","","35.300","KG","35.300","KG"
"122.886.586.001","LATERNE SV-308!D325/240X285","0003-2400","02","K361","EN-GJL-200","D325/240X285","","24.468","KG","24.468","KG"
"122.886.587.001","VENTILDECKEL!D420X54","0003-2400","02","K192","S355J2+N","D420X54","","50.614","KG","50.614","KG"
"122.886.590.001","DISTANZSTUECK!865X530X530","0003-2200","02","K122","EN-GJL-250","865X530X530","","462.150","KG","462.150","KG"
"122.886.680.001","KOLBENBODEN OBEN!D574X227","0003-2400","02","K401","EN-GJS-400-15","D574X227","","98.270","KG","98.270","KG"
"122.886.681.001","KOLBENBODEN UNTEN!D574X227","0003-2400","02","K401","EN-GJS-400-15","D574X227","","98.388","KG","98.388","KG"
"122.886.684.001","KOLBENBODEN UNTEN!D386X227","0003-2400","02","K401","EN-GJS-400-15","D386X227","","46.370","KG","46.370","KG"
"122.886.685.001","KOLBENBODEN OBEN!D386X227","0003-2400","02","K401","EN-GJS-400-15","D386X227","","46.251","KG","46.251","KG"
"122.886.695.001","KOLBENSTANGE WC TROCKENLAUF!D90X2352","0003-2400","02","K432","17-4PH","D90X2352","2.000","99.070","KG","99.070","KG"
"122.886.775.001","VENTILDECKEL!D420X54","0003-2400","02","K192","S355J2+N","D420X54","","49.162","KG","49.182","KG"
"122.886.781.200","ABPRESSWERKZEUG 2. STUFE!D103","0003-4200","04","K610","","D103","","300.000","KG","300.000","KG"
"122.886.815.001","ZYL-DECKEL!D680X361(CLASS)","0001-1130","03","K82.2","EN-GJS-400-18-LT","D680X361","","234.014","KG","234.014","KG"
"122.886.847.001","VENTILDECKEL SAUG!D330X54","0003-2400","02","K192","S355J2+N","D330X54","","29.265","KG","29.265","KG"
"122.886.853.001","ZYL-DECKEL!D405X275(CLASS)","0001-1130","03","K82.2","EN-GJS-400-15","D405X275","","88.696","KG","88.696","KG"
"122.886.863.001","DECKEL L-SCHILD!D564X92","0001-1200","01","K101.2","EN-GJL-250","D564X92","2.000","42.226","KG","42.226","KG"
"122.886.870.001","LATERNE DV-161!D173/108X280","0001-1130","03","K361","EN-GJS-400-15","D173/108X280","2.000","9.247","KG","9.247","KG"
"122.886.872.001","LATERNE SV-161!D173/108X265","0001-1130","03","K361","EN-GJS-400-15","D173/108X265","4.000","8.895","KG","8.895","KG"
"122.886.879.200","KAMMERRING TYP3211!D240/117X32","0003-2500","02","K211","X12CRS13/V+S","D240/117X32","6.000","6.420","KG","6.420","KG"
"122.886.881.001","ZYLINDER!1142X1440X1160","0003-2500","02","K241","EN-GJS-400-18-RT","1142X1440X1160","","2,559.000","KG","2,559.000","KG"
"122.886.901.001","ZWISCHENRING!D240/117X10","0003-2500","02","K211","X12CRS13/V+S","D240/117X10","3.000","2.625","KG","2.625","KG"
"122.886.940.001","LATERNE DV-332!D340/256X380","0003-2400","02","K361","EN-GJL-200","D340/256X380","","43.912","KG","43.912","KG"
"122.886.943.001","VENTILDECKEL!D433/50X44","0003-2400","02","K192","S355J2+N","D433/50X44","","45.328","KG","45.328","KG"
"122.886.951.202","ZYL-BLOCK ABPRESSEN AS!5LP250-5B(ABS,KR)","0001-1130","03","K610","EN-GJSA-XNI35","5LP250-5B","","3,482.700","KG","3,482.700","KG"
"122.886.951.204","ZYL-BLOCK ABPRESSEN AS!5LP250-5B(DNV,LR)","0001-1130","03","K610","EN-GJSA-XNI35","5LP250-5B_1","","3,765.000","KG","3,765.000","KG"
"122.886.968.200","STELLZYLINDER M-E-A-SA-O-253","0003-2400","02","K600","","M-E-A-SA-O-253","","7.105","KG","7.105","KG"
"122.886.982.001","KK-KOERPER!D420X670","0001-1130","01","K151.2","GE200","D420X670","","205.286","KG","205.286","KG"
"122.886.985.200","ABSTREIFELEMENT LW200!D122/110X15","0001-1000","","K202","CUZN37MN3AL2PbSi","D122/110X15","5.000","0.300","KG","0.300","KG"
"122.886.986.200","ABSTREIFELEMENT LW200!D122/110X15","0001-1000","","K202","CUZN37MN3AL2PbSi","D122/110X15","5.000","0.300","KG","0.300","KG"
"122.886.988.200","ABSTREIFELEMENT LW200!D122/110X15","0001-1000","","K202","CUZN37MN3AL2PbSi","D122/110X15","5.000","0.300","KG","0.300","KG"
"122.887.026.001","KAMMERRING TYP3101!D240/117X32","0001-1130","03","K211","X12CRS13/V+S","D240/117X32","2.000","6.423","KG","6.423","KG"
"122.887.036.200","KOLBENSTANGENSCHMIERUNG!5LP250","0001-1130","03","K600","","6LP250","","6.600","KG","6.600","KG"
"122.887.071.002","VENTILDECKEL ABH.!115-25-50","0001-1200","01","K191.2","EN-GJS-350-22-LT","170X170X43","","5.312","KG","5.312","KG"
"122.887.127.001","VENTILDECKEL!D420X54","0003-2400","02","K192","S355J2+N","D420X54","","49.873","KG","49.873","KG"
"122.887.183.202","ZYL-BLOCK ABPRESSEN PS!5LP250-5B(ABS,KR)","0001-1130","03","K610","EN-GJSA-XNI35","5LP250-5B","","3,482.700","KG","3,482.700","KG"
"122.887.183.204","ZYL-BLOCK ABPRESSEN NAS!5LP250-5(DNV,LR)","0001-1130","03","K610","EN-GJSA-XNI35","5LP250-5B_1","","3,765.000","KG","3,765.000","KG"
"122.887.201.200","DISTANZSTUECK EK!BA_01","0003-2400","02","K600","EN-GJS-400-15","BA_01","","646.704","KG","646.704","KG"
"122.887.313.001","DISTANZRING!D167/70X8","0001-1130","03","K490","42CRMO4","D167/70X8","2.000","1.122","KG","1.122","KG"
"122.887.314.001","KONUS KAMMERRING!D167/70X16,5","0001-1130","03","K490","42CRMO4","D167/70X16,5","7.000","2.003","KG","2.003","KG"
"122.887.326.001","KOLBENSTANGE WCCO!D167X2075","0001-1130","03","K432","34CRNIMO6+QT","D167X2076,5","","125.792","KG","125.792","KG"
"122.887.326.002","KOLBENSTANGE WCCO!D167X2075 (ABS,LR)","0001-1130","03","K432","34CRNIMO6+QT","D167X2075","2.000","123.533","KG","123.533","KG"
"122.887.328.200","KOLBEN OBERTEIL!D167X299","0001-1130","03","K432","42CRMO4+QT","D167X299","","34.679","KG","34.679","KG"
"122.887.331.200","STELLZYLINDER M-D-B-SA-O-168","0003-2400","02","K600","","M-D-B-SA-O-168","","12.159","KG","12.159","KG"
"122.887.334.200","ABPRESSWERKZEUG 1. STUFE!D144","0003-4200","04","K600","","D144","","531.000","KG","531.000","KG"
"122.887.338.200","ABPRESSVORRICHTUNG HD-PACKUNG!D144","0003-4200","04","K211","30CRNIMO8","D144","","258.939","KG","258.939","KG"
"122.887.406.200","PACKUNGSPATRONE NR.1!D110","0001-1130","03","K600","X12CRS13/V+S","D110","","23.200","KG","23.200","KG"
"122.887.433.200","PACKUNGSPATRONE NR.2!D110","0001-1130","03","K600","","D110","","36.300","KG","36.300","KG"
"122.887.445.200","PACKUNGSPATRONE NR.3!D110","0001-1130","03","K600","X12CRS13/V+S","D110","","26.100","KG","26.100","KG"
"122.887.474.001","KOLBENSTANGE WC TROCKENLAUF!D110X2964,5","0003-2500","02","K432","34CRNIMO6+QT","D110X2964,5","","182.012","KG","182.012","KG"
"122.887.494.200","LECKGAS LEITUNG!","0001-1130","03","K600","","5LP250","","35.200","KG","35.200","KG"
"122.887.500.200","LECKGAS LEITUNG!","0001-1130","03","K600","","5LP250-5B_1","","7.100","KG","7.100","KG"
"122.887.506.202","ZYL-BLOCK VORMONTAGE AS!5LP250B-5B_1","0001-1130","03","K600","EN-GJSA-XNI35","5LP250B-5B_1","","4,186.900","KG","4,186.900","KG"
"122.887.512.202","ZYL-BLOCK VORMONTAGE NAS!5LP250B-5B_1","0001-1130","03","K600","EN-GJSA-XNI35","5LP250B-5B_1","","4,186.900","KG","4,186.900","KG"
"122.887.520.200","STELLZYLINDER M-E-B-SA-O-218","0003-2400","02","K600","","M-E-B-SA-O-218","","7.000","KG","7.000","KG"
"122.887.521.001","K-BODEN!U D275X90","0001-1130","03","K422","EN-GJS-600-3","U D275X90","2.000","15.415","KG","15.415","KG"
"122.887.522.001","K-BODEN!O D275X90","0001-1130","03","K422","EN-GJS-600-3","O D275X90","2.000","14.700","KG","14.700","KG"
"122.887.524.200","STELLZYLINDER M-E-A-NA-O-273-Z","0001-1130","03","K600","","M-E-A-NA-O-273-Z","","11.700","KG","11.700","KG"
"122.887.608.003","ZYL-DECKEL!D470X340","0001-1000","01","K82.2","EN-GJS-350-22-LT","D470X340","","107.000","KG","107.000","KG"
"122.887.674.200","STELLZYLINDER F-E-A-AA-O-180","0001-1000","01","K600","","F-E-A-AA-O-180","","7.700","KG","7.700","KG"
"122.887.702.200","DISTANZSTUECK!K8 1700X810X4650","0003-4200","02","K125","EN-GJL-250","1700X810X4650","","13,249.000","KG","13,294.000","KG"
"122.887.744.001","ZYLINDER!1455X822X600(CLASS)","0001-1130","03","K242","42CRMO4+QT","1455X822X600","","3,427.432","KG","3,427.432","KG"
"122.887.748.201","ZYLINDER ABPRESSEN!GEB 170A_01(CLASS)","0001-1130","03","K610","42CRMO4","GEB 170A_01","","4,100.000","KG","4,100.000","KG"
"122.887.749.203","ZYLINDER!GEB 170_01(CLASS)","0001-1130","03","K600","42CRMO4+QT","GEB 170_01","","4,600.000","KG","4,600.000","KG"
"122.887.764.001","HINT. KOLBENSTANGE!D180X1560","0003-4200","04","K431","34CRALNI7","D180X1560","","167.425","KG","167.425","KG"
"122.887.765.001","HINT. KOLBENSTANGE!D184X1565","0003-4200","04","K490","34CRALNI7","D184X1565","1.000","180.207","KG","180.207","KG"
"122.887.768.001","LATERNE DV-241!D253/173X335,5","0001-1130","03","K361","EN-GJS-400-18-LT","D253/173X335,5","2.000","31.644","KG","31.644","KG"
"122.887.769.001","LATERNE SV-241!D253/173X321","0001-1130","03","K361","EN-GJS-400-18-LT","D253/173X321","2.000","27.720","KG","27.720","KG"
"122.887.771.001","HINT. KOLBENSTANGE!D139X1285","0003-4200","04","K490","34CRALNI7","D139X1285","","83.463","KG","83.463","KG"
"122.887.781.001","HINT. KOLBENSTANGE!D135X1280","0003-4200","04","K431","34CRALNI7","D135X1280","","74.989","KG","74.989","KG"
"122.887.798.001","ZYLINDERDECKEL!D855X280(LR,DNV-GL)","0001-1130","03","K82.2","EN-GJSA-XNI35","D855X280","","323.487","KG","323.487","KG"
"122.887.798.002","ZYLINDERDECKEL!D855X280 (ABS,KR)","0001-1130","03","K82.2","EN-GJSA-XNI35","D855X280","","323.155","KG","323.155","KG"
"122.887.804.202","HD-PACKUNG!D109","0003-4200","04","K600","Spez.CrNiMo.3","D109","","1,454.000","KG","1,454.000","KG"
"122.887.805.200","DISTANZRING NR.1!D410/110,5X56","0003-4200","04","K311","Spez.CrNiMo.3","D410/110,5X56","","55.900","KG","55.900","KG"
"122.887.806.200","KAMMERRING NR.2!D410/110,5X56","0003-4200","04","K311","Spez.CrNiMo.3","D410/110,5X56","","49.936","KG","49.936","KG"
"122.887.807.200","KAMMERRING NR.3!D410/110,5X56","0003-4200","04","K311","Spez.CrNiMo.3","D410/110,5X56","","49.911","KG","49.911","KG"
"122.887.808.200","KAMMERRING NR.4!D410/110,5X56","0003-4200","04","K311","Spez.CrNiMo.3","D410/110,5X56","","49.939","KG","49.939","KG"
"122.887.809.200","KAMMERRING NR.5!D410/110,5X56","0003-4200","04","K311","Spez.CrNiMo.3","D410/110,5X56","","49.949","KG","49.949","KG"
"122.887.810.200","KAMMERRING NR.6!D410/110,5X56","0003-4200","04","K311","Spez.CrNiMo.3","D410/110,5X56","","49.943","KG","49.943","KG"
