"material","description","product_hierarchy","division","gpr","basic_material","dimensions","min_lot","weight_net","weight_net_unit","weight_gross","weight_gross_unit"
"122.872.386.001","DECKEL!D136/68X10","0003-2200","02","K490","CK35E","D136/68X10","9.000","0.798","KG","0.798","KG"
"122.872.399.200","KAMMERRING NR.5!D340/121,5X51","0003-4200","04","K311","","D340/121,5X51","","33.400","KG","33.400","KG"
"122.872.449.001","GEHAEUSE!D174/124X92","0003-4200","04","K212","S355J2+N","D174/124X92","","3.775","KG","3.775","KG"
"122.872.450.001","KAMMERRING!D153/109X37","0003-4200","04","K211","S355J2+N","D153/109X37","","1.039","KG","1.039","KG"
"122.873.029.001","VENTILDECKEL ABH. TE!161-25-50","0001-1000","01","K191.1","EN-GJS-400-15","216X216X56","6.000","10.341","KG","10.341","KG"
"122.873.030.001","VENTILDECKEL TE!161-25-50","0001-1000","01","K191.1","EN-GJS-400-15","216X216X56","4.000","10.790","KG","10.790","KG"
"122.873.074.001","KAMMERRING!D194/150X37","0003-4200","04","K211","S355J2+N","D194/150X37","","1.343","KG","1.343","KG"
"122.873.075.001","GEHAEUSE!D215/165X92","0003-4200","04","K212","S355J2+N","D215/165X92","","4.757","KG","4.757","KG"
"122.873.163.201","DICHTRING KOMPL.!D130","0003-4200","04","K600","","162/130X31","","1.750","KG","1.750","KG"
"122.873.163.202","DICHTRING KOMPL.!D130","0003-4200","04","K600","","162/130X51","","2.800","KG","2.800","KG"
"122.873.163.203","DICHTRING KOMPL.!D130","0003-4200","04","K600","","162/130X31","","1.750","KG","1.750","KG"
"122.873.277.001","ABSCHLUSSDECKEL!200X200X157","0003-4200","04","K193","EN-GJL-250","200X200X157","","12.300","KG","12.300","KG"
"122.873.400.001","LATERNE DV-181!D193/122X265","0001-1200","01","K361","EN-GJL-200","D193/122X265","","15.919","KG","15.919","KG"
"122.874.247.001","LAGERSCHILD!1080X875X50","0003-2500","02","K101.2","EN-GJL-250","1080X875X50","","144.286","KG","144.286","KG"
"122.874.288.201","DICHTRING KOMPL.!D111","0003-4200","04","K600","","D143/111X31","","1.500","KG","1.500","KG"
"122.874.288.202","DICHTRING KOMPL.!D111","0003-4200","04","K600","","D143/111X51","","2.400","KG","2.400","KG"
"122.874.288.203","DICHTRING KOMPL.!D111","0003-4200","04","K600","","D143/111X31","","1.500","KG","1.500","KG"
"122.874.493.200","STELLZYLINDER F-E-A-SA-M-100","0003-2200","02","K600","","F-E-A-SA-M-100","","6.800","KG","6.800","KG"
"122.874.534.200","STOPFB DECKEL!D260/105X64","0001-1000","01","K212","X12CRS13/V+S","D260/105X64","6.000","13.509","KG","13.509","KG"
"122.874.536.001","ZWISCHENRING!D165/105X28","0001-1000","01","K212","X12CRS13/V+S","D165/105X28","15.000","1.860","KG","1.860","KG"
"122.874.706.001","LATERNE DV-161!D173/108X330","0001-1000","01","K361","EN-GJL-200","D173/108X330","","15.802","KG","15.802","KG"
"122.874.797.200","LENKSTANGENSCHR.EXXON ZUS.!M90X4X1670","0003-4200","02","K600","34CRNIMO6","M90X4X1670","","64.800","KG","64.800","KG"
"122.874.855.001","ZYL-BLOCK!1400X994X1085","0001-1000","01","K242","EN-GJS-400-15","1400X994X1085","","3,000.000","KG","3,000.000","KG"
"122.874.896.001","DISTANZSTUECK!1175X640X650","0003-2300","02","K122","EN-GJS-400-15","1175X640X650","","887.000","KG","887.000","KG"
"122.874.955.001","ZYL-DECKEL!D640X233(CLASS)","0001-1000","01","K82.2","EN-GJL-250","D640X233","10.000","163.629","KG","163.629","KG"
"122.874.955.002","ZYL-DECKEL!D640X233(NKK)","0001-1000","01","K82.2","EN-GJL-250","D640X233","","164.275","KG","164.275","KG"
"122.874.990.001","ZYL-DECKEL!D460X233 (CLASS)","0001-1000","01","K82.2","EN-GJL-250","D460X233","10.000","89.000","KG","89.000","KG"
"122.874.990.002","ZYL-DECKEL!D460X233 (NKK)","0001-1200","01","K82.2","EN-GJL-250","D460X233","","89.000","KG","89.000","KG"
"122.875.005.001","ZYL-DECKEL!D360X233 (CLASS)","0001-1000","01","K82.2","EN-GJL-250","D360X233","10.000","44.500","KG","44.500","KG"
"122.875.005.002","ZYL-DECKEL!D360X233 (NKK)","0001-1200","01","K82.2","EN-GJL-250","D360X233","","44.500","KG","44.500","KG"
"122.875.029.001","LATERNE DV-277!D292/206X360","0003-2400","02","K361","EN-GJL-200","D292/206X360","","32.087","KG","32.087","KG"
"122.875.056.001","ZYLINDERDECKEL!D430X324(CLASS)","0003-2500","02","K211.1","42CRMO4","D430X324","","124.900","KG","124.900","KG"
"122.875.066.200","STELLZYLINDER M-E-A-SA-O-193","0001-1000","02","K600","","M-E-A-SA-O-193","","7.000","KG","7.000","KG"
"122.875.116.001","DISTANZSTUECK!725X640X650","0003-2300","02","K122","EN-GJS-400-15","725X640X650","","580.000","KG","580.000","KG"
"122.875.129.200","DISTANZSTUECK EK!BA_01","0003-2400","02","K600","EN-GJS-400-15","BA_01","","648.300","KG","648.300","KG"
"122.875.205.001","ZYL-DECKEL!D385X233(DNV-GL/BV)","0001-1200","01","K82.2","EN-GJL-250","D385X233","","53.893","KG","53.893","KG"
"122.875.227.001","VENTILDECKEL ABH. TE!202-25-50","0001-1000","01","K191.2","EN-GJS-400-18-LT","257X257X63","","16.909","KG","16.909","KG"
"122.875.227.002","VENTILDECKEL ABH. TE!202-25-50","0001-1000","01","K191.2","EN-GJS-350-22-LT","257X257X63","","16.909","KG","16.909","KG"
"122.875.294.200","SCHUBSTANGE-KREUZKOPF 3T!BA_01","0003-2400","02","K600","","BA_01","","486.200","KG","486.200","KG"
"122.875.332.001","LAGERSCHILD!840X760","0003-2400","02","K101.2","EN-GJL-250","840X760","","91.307","KG","91.307","KG"
"122.875.336.001","ZYL-BLOCK!1094X794X978(ABS,LR)","0001-1200","01","K241","EN-GJL-250","1094X794X978","3.000","1,943.000","KG","1,943.000","KG"
"122.875.420.001","LATERNE SV-323!D340/256X355","0003-2400","02","K361","EN-GJL-200","D340/256X355","","44.264","KG","44.264","KG"
"122.875.440.200","STOPFB DECKEL!D280/125X54","0001-1000","01","K212","","4D300","4.000","13.200","KG","13.200","KG"
"122.875.440.202","STOPFB DECKEL TE!D280/125X54","0001-1000","01","K212","X12CRS13/V+SH","4D300","2.000","13.628","KG","13.628","KG"
"122.875.448.001","VENTILDECKEL TE!277-8-16","0001-1000","01","K191.2","EN-GJS-400-15","322X322X75","5.000","28.467","KG","28.467","KG"
"122.875.448.002","VENTILDECKEL TE!277-8-16","0001-1000","01","K191.2","EN-GJS-400-18-LT","322X322X75","","28.615","KG","28.615","KG"
"122.875.454.001","VENTILDECKEL ABH. TE!277-8-16","0001-1000","01","K191.2","EN-GJS-400-15","322X322X72","4.000","27.423","KG","27.423","KG"
"122.875.454.002","VENTILDECKEL ABH. TE!277-8-16","0001-1000","01","K191.2","EN-GJS-400-18-LT","322X322X75","","28.121","KG","28.121","KG"
"122.875.493.001","LATERNE SV-277!D289/206X290","0001-1000","01","K361","EN-GJL-200","D289/206X290","","33.612","KG","33.612","KG"
"122.875.495.001","LATERNE DV-277!D289/206X310","0001-1000","01","K361","EN-GJL-200","D289/206X310","","34.352","KG","34.352","KG"
"122.875.511.001","VENTILDECKEL!218-16-32","0001-1000","01","K191.2","EN-GJS-400","218-16-32","","15.876","KG","15.876","KG"
"122.875.663.001","KAMMERRING TYP1000!D240/117X32","0003-2500","02","K211","X12CRS13/V+S","D240/117X32","3.000","6.434","KG","6.434","KG"
"122.875.664.200","KAMMERRING TYP2110!D240/117X32","0003-2500","02","K211","X12CRS13/V+S","D240/117X32","3.000","6.428","KG","6.428","KG"
"122.875.665.001","KAMMERRING TYP2100!D240/117X32","0003-2500","02","K211","X12CRS13/V+S","D240/117X32","2.000","6.435","KG","6.435","KG"
"122.875.666.200","KAMMERRING TYP2210!D240/117X32","0003-2500","02","K211","X12CRS13/V+S","D240/117X32","2.000","6.408","KG","6.408","KG"
"122.875.667.001","KAMMERRING TYP2200!D240/117X32","0003-2500","02","K211","X12CRS13/V+S","D240/117X32","2.000","6.426","KG","6.426","KG"
"122.875.668.001","KAMMERRING TYP2300!D240/117X32","0003-2500","02","K211","X12CRS13/V+S","D240/117X32","2.000","6.418","KG","6.418","KG"
"122.875.669.001","KAMMERRING TYP3100!D240/117X32","0003-2500","02","K211","X12CRS13/V+S","D240/117X32","2.000","6.435","KG","6.435","KG"
"122.875.672.001","KAMMERRING TYP3300!D240/117X32","0003-2500","02","K211","X12CRS13/V+S","D240/117X32","2.000","6.418","KG","6.418","KG"
"122.875.693.200","DISTANZROHR TYP1!D240/117X22","0003-2500","02","K211","X12CRS13/V+S","D240/117X22","4.000","5.800","KG","5.800","KG"
"122.875.699.200","DISTANZROHR TYP3!D240/117X150","0003-2500","02","K211","X12CRS13/V+S","D240/117X150","","33.776","KG","33.776","KG"
"122.875.752.001","VENTILDECKEL!D320X89","0003-2400","02","K192","S355J2+N","D320X89","3.000","56.340","KG","56.340","KG"
"122.875.797.001","KAMMERRING TYP3200!D240/117X32","0003-2500","02","K211","X12CRS13/V+S","D240/117X32","2.000","6.426","KG","6.426","KG"
"122.875.833.200","KAMMERRING NR.2.3.2!D210/96,5X30","0003-2400","02","K211","X12CRS13/V+S","D210/96,5X30","3.000","6.000","KG","6.000","KG"
"122.875.838.001","KAMMERRING NR.2.4.2!D210/96,5X30","0003-2400","02","K311","X12CRS13/V+S","D210/96,5X30","3.000","5.100","KG","5.100","KG"
"122.875.886.001","LAGERDECKEL!590X543X120","0003-2400","02","K71","S355J2+N","590X543X120","","186.680","KG","186.680","KG"
"122.875.940.001","GEWINDEFLANSCH EXXON!D380X104","0003-4200","04","K131","30CRNIMO8","D380X104","","70.240","KG","70.240","KG"
"122.875.950.001","AUSLASSSTUECK EXXON!D250X670","0003-4200","04","K75","30CRNIMO8","D250X670","","92.246","KG","92.246","KG"
"122.875.957.001","ZWISCHENRING!D266/137X10","0003-2600","02","K211","X12CRS13/V+S","D266/137X10","5.000","3.113","KG","3.113","KG"
"122.875.969.200","PACKUNG D90 5EL GESCHMIERT","0003-2400","02","K600","","D90 5EL","","97.200","KG","97.200","KG"
"122.876.003.001","GRUNDBUECHSE!D210/96,5X115","0003-2400","02","K211","X12CRS13/V+S","D210/96,5X115","3.000","9.950","KG","9.950","KG"
"122.876.046.200","PACKUNG!D90 4EL GESCHMIERT","0003-2400","02","K600","","D90 4EL","","96.700","KG","96.700","KG"
"122.876.068.001","LATERNE DV-241!D251/177X235","0003-2400","02","K361","EN-GJL-200","D251/177X235","","19.439","KG","19.439","KG"
"122.876.096.001","VENTILDECKEL!D440X44","0003-2400","02","K192","S355J2+N","D440X44","","43.400","KG","43.400","KG"
"122.876.097.001","LATERNE DV-308!D325/240X350","0003-2400","02","K361","EN-GJL-200","D325/240X350","","38.500","KG","38.500","KG"
"122.876.098.001","LATERNE SV-308!D325/240X330","0003-2400","02","K361","EN-GJL-200","D325/240X330","","35.400","KG","35.400","KG"
"122.876.099.001","ZYLINDERBODEN!D1105X339","0003-2400","02","K251","EN-GJS-400-18-RT","D1105X339","","1,009.100","KG","1,009.100","KG"
"122.876.100.001","ZYLINDERDECKEL!D1105X315","0003-2400","02","K82.2","EN-GJS-400-18-RT","D1105X315","","733.900","KG","733.900","KG"
"122.876.105.001","KOLBENMANTEL!D864/770X384","0003-2400","02","K401","EN-GJS-400-15","D864/770X384","","196.300","KG","196.300","KG"
"122.876.106.001","KOLBENBODEN OBEN!D790X192","0003-2400","02","K401","EN-GJS-400-15","D790X192","","173.500","KG","173.500","KG"
"122.876.107.001","KOLBENBODEN UNTEN!D790X192","0003-2400","02","K401","EN-GJS-400-15","D790X192","","180.700","KG","180.700","KG"
"122.876.175.001","VENTILDECKEL SPEZ. TE!202-16-32","0001-1000","01","K191.2","EN-GJS-350-22-LT","247X247X50","","13.290","KG","13.290","KG"
"122.876.177.001","VENTILDECKEL.TE.!202-8-16 (LR,DNV-GL)","0001-1000","01","K191.2","EN-GJSA-XNI35","247X247X51","","14.447","KG","14.447","KG"
"122.876.252.001","INNENRING EXXON!D236/126,5X82","0003-4200","04","K211.1","Spez.CrNiMo.3","D236/126.5X82","","20.065","KG","20.065","KG"
"122.876.253.001","AUSSENRING EXXON!D341/235X82","0003-4200","04","K211.1","30CRNIMO8","D341/235X82","","30.865","KG","30.865","KG"
"122.876.255.200","FUEHRUNGSRING EXXON NR.7!D126","0003-4200","04","K311","","","","50.930","KG","50.930","KG"
"122.876.257.200","STELLZYLINDER M-E-B-SA-O-103","0001-1000","01","K600","","M-E-B-SA-O-103","","7.400","KG","7.400","KG"
"122.876.261.001","INNERE BUECHSE EXXON!D236/127X427","0003-4200","04","K271","Spez.CrNiMo.3","D236/127X427","","104.165","KG","104.165","KG"
"122.876.262.001","AEUSSERE BUECHSE EXXON!D341/235X427","0003-4200","04","K271","30CRNIMO8","D341/235X427","","160.704","KG","160.704","KG"
"122.876.366.001","INNENRING!D231/103X58","0003-4200","04","K211.1","Spez.CrNiMo.3","D231/103X58","2.000","15.286","KG","15.286","KG"
"122.876.368.200","KAMMERRING NR.2!D410/104,5X56","0003-4200","04","K311","Spez.CrNiMo.3","D410/104,5X56","","57.300","KG","57.300","KG"
"122.876.370.200","DISTANZRING NR.1!D410/104,5X56","0003-4200","04","K311","Spez.CrNiMo.3","D410/104,5X56","","57.300","KG","57.300","KG"
"122.876.371.200","KAMMERRING NR.3!D410/104,5X56","0003-4200","04","K311","Spez.CrNiMo.3","D410/104,5X56","","57.300","KG","57.300","KG"
"122.876.373.200","KAMMERRING NR.4!D410/104,5X56","0003-4200","04","K311","Spez.CrNiMo.3","D410/104,5X56","","57.300","KG","57.300","KG"
"122.876.374.200","KAMMERRING NR.5!D410/104,5X56","0003-4200","04","K311","Spez.CrNiMo.3","D410/104,5X56","","57.300","KG","57.300","KG"
"122.876.375.200","KAMMERRING NR.6!D410/104,5X56","0003-4200","04","K311","Spez.CrNiMo.3","D410/104,5X56","","57.300","KG","57.300","KG"
"122.876.378.001","INNENRING!D231/103X97","0003-4200","04","K211.1","Spez.CrNiMo.3","D231/103X97","2.000","25.566","KG","25.566","KG"
"122.876.380.200","FUEHRUNGSRING NR.7!D410/104,5X95","0003-4200","04","K311","Spez.CrNiMo.3","D410/104,5X95","","94.950","KG","94.950","KG"
"122.876.384.200","KAMMERRING NR.8!D410/104,5X56","0003-4200","04","K311","Spez.CrNiMo.3","D410/104,5X56","","57.300","KG","57.300","KG"
"122.876.400.200","FESTIGKEITSBUECHSE 9!D103","0003-4200","04","K271","","D103","","422.800","KG","422.800","KG"
"122.876.401.200","KAMMERRING TYP3210!D240/117X32","0003-2600","02","K211","X12CRS13/V+S","D240/117X32","2.000","6.422","KG","6.422","KG"
"122.876.419.200","HD-PACKUNG!D103","0003-4200","04","K600","Spez.CrNiMo.3","D103","","1,560.000","KG","1,560.000","KG"
"122.876.419.202","HD-PACKUNG!D103","0003-4200","04","K600","Spez.CrNiMo.3","D103","","1,560.000","KG","1,560.000","KG"
"122.876.437.001","LATERNE SV-181!D193/122X295","0001-1200","01","K361","EN-GJL-200","D193/122X295","","12.209","KG","12.209","KG"
"122.876.533.200","STELLZYLINDER F-E-A-SA-O-245-Z","0001-1200","01","K600","","F-E-A-SA-O-245-Z","","11.000","KG","11.000","KG"
"122.876.534.200","STELLZYLINDER F-E-A-SA-O-180-Z","0001-1200","01","K600","","F-E-A-SA-O-180-Z","","11.500","KG","11.500","KG"
"122.876.538.001","LATERNE DV-181!D193/122X310","0001-1200","01","K361","EN-GJL-200","D193/122X310","","11.334","KG","11.334","KG"
"122.876.583.001","DICHTLINSE!D175/10X45","0003-2500","02","K211","34CRNIMO6","D175/10X45","","7.372","KG","7.372","KG"
"122.876.595.001","ZYLINDERBODEN RECHTS!1250X800X400","0003-4200","04","K251","C60E","1250X800X400","","1,784.000","KG","1,784.000","KG"
"122.876.596.001","ZYLINDERBODEN LINKS!1250X800X400","0003-4200","04","K251","C60E","1250X800X400","","1,784.000","KG","1,784.000","KG"
"122.876.597.001","ZYLINDERBODEN MITTE!1250X800X400","0003-4200","04","K251","C60E","1250X800X400","","1,784.000","KG","1,784.000","KG"
"122.876.654.001","DECKRING!D184/106X20","0003-4200","04","K211","S355J2+N","D184/106X20","","1.693","KG","1.693","KG"
"122.876.656.001","GEHAEUSE!D188/106X58,5","0003-4200","04","K211","S355J2+N","D188/106X58,5","","5.629","KG","5.629","KG"
"122.876.661.200","ZWISCHENRING!D189,5/108X35","0003-4200","04","K211","S355J2+N","D189,5/108X35","","4.616","KG","4.616","KG"
"122.876.662.001","GEHAEUSE!D190/114X49","0003-4200","04","K211","S355J2+N","D190/114X49","","5.527","KG","5.527","KG"
"122.876.707.200","GESTELL!ZEILE 1541","0003-2600","02","K25","EN-GJL-250","ZEILE 1541","","29,616.000","KG","29,616.000","KG"
"122.876.798.001","GRUNDRING!D440/120X125","0003-4200","04","K311","Spez.CrNiMo.1","D440/120X125","","126.200","KG","126.200","KG"
"122.876.905.200","PACKUNG!D90 4EL GESCHMIERT","0003-2400","02","K600","","D90 4EL","","96.700","KG","96.700","KG"
"122.877.063.200","KAMMERRING NR.2!D340/147,5X51","0003-4200","04","K311","Spez.CrNiMo.2","D340/147,5X51","","26.880","KG","26.880","KG"
"122.877.102.200","DISTANZRING NR1!D340/147,5X51","0003-4200","04","K311","Spez.CrNiMo.2","D340/147,5X51","","27.554","KG","27.554","KG"
"122.877.116.200","KAMMERRING NR.3!D340/147,5X51","0003-4200","04","K311","Spez.CrNiMo.2","D340/147,5X51","","26.888","KG","26.888","KG"
"122.877.136.200","KAMMERRING NR.4!D340/147,5X51","0003-4200","04","K311","Spez.CrNiMo.2","D340/147,5X51","","26.883","KG","26.883","KG"
"122.877.141.200","KAMMERRING NR.5!D340/147,5X51","0003-4200","04","K311","Spez.CrNiMo.2","D340/147,5X51","","26.891","KG","26.891","KG"
"122.877.142.200","KAMMERRING NR.6!D340/147,5X51","0003-4200","04","K311","Spez.CrNiMo.2","D340/147,5X51","","26.886","KG","26.886","KG"
"122.877.145.200","KAMMERRING NR.8!D340/147,5X51","0003-4200","04","K311","Spez.CrNiMo.2","D340/147,5X51","","26.889","KG","26.889","KG"
"122.877.164.200","FUEHRUNGSRING NR7!D340/147,5X95","0003-4200","04","K311","","D340/147,5X95","","50.269","KG","50.269","KG"
"122.877.181.001","ZYLINDERBODEN RECHTS!1250X800X400","0003-4200","04","K251","C60E","1250X800X400","","1,727.000","KG","1,727.000","KG"
"122.877.190.001","ZYLINDERBODEN LINKS!1250X800X400","0003-4200","04","K251","C60E","1250X800X400","","1,727.000","KG","1,727.000","KG"
"122.877.202.001","ZYLINDERBODEN MITTE!1080X800X400","0003-4200","04","K251","C60E","1080X800X400","","1,552.000","KG","1,552.000","KG"
"122.877.334.001","KAMMERRING NR.2.6!D210/96,5X30","0003-2400","02","K211","X12CRS13/V+S","D210/96,5X30","6.000","5.500","KG","5.500","KG"
"122.877.335.001","LATERNE DV-241!D256/173X260","0003-2400","02","K361","EN-GJL-200","D256/173X260","4.000","22.488","KG","22.488","KG"
"122.877.349.200","KAMMERRING NR.4.1!D210/96,5X30","0003-2400","02","K211","X12CRS13/V+S","D210/96,5X30","5.000","11.180","KG","11.180","KG"
"122.877.380.200","FESTIGKEITSBUECHSE NR.9!D340/149X440","0003-4200","04","K271","","D340/149X440","","248.723","KG","248.723","KG"
"122.877.383.001","KAMMERRING NR.1!D145/68X40","0003-2200","02","K211","X12CRS13/V+SH","D145/68X40","2.000","2.761","KG","2.761","KG"
"122.877.403.001","KAMMERRING NR.2!D145/68X28","0003-2200","02","K211","X12CRS13/V+SH","D145/68X28","5.000","1.786","KG","1.786","KG"
"122.877.406.001","KAMMERRING NR.1!D210/96,5X30","0003-2400","02","K311","X12CRS13/V+S","D210/96,5X30","5.000","4.600","KG","4.600","KG"
"122.877.408.001","KAMMERRING NR.3!D145/68X40","0003-2200","02","K211","X12CRS13/V+SH","D145/68X40","2.000","2.783","KG","2.783","KG"
"122.877.416.001","ZWISCHENRING!D145/68X28","0003-2200","02","K211","X12CRS13/V+SH","D145/68X28","2.000","1.971","KG","1.971","KG"
"122.877.425.001","GASABSAUGRING!D145/68X21","0003-2200","02","K211","X12CRS13/V+SH","D145/68X21","2.000","2.010","KG","2.010","KG"
"122.877.460.201","HD-PACKUNG!D146","0003-4200","04","K600","","D365X924","","589.000","KG","589.000","KG"
"122.877.525.200","PACKUNGSPATRONE D65 5EL","0003-2200","02","K600","","D145/65X343","","21.000","KG","21.000","KG"
"122.877.724.001","GEHAEUSE!D228/143X58,5","0003-4200","04","K211","S355J2+N","D228/143X58,5","","7.298","KG","7.298","KG"
"122.877.729.001","GEHAEUSE!D230/151X49","0003-4200","04","K211","S355J2+N","D230/151X49","","7.200","KG","7.200","KG"
"122.877.732.200","ZWISCHENRING!D229,5/149X35","0003-4200","04","K211","S355J2+N","D229,5/145X35","","6.079","KG","6.079","KG"
"122.877.734.001","GEHAEUSE!D215/161X88","0003-4200","04","K211","S355J2+N","D215/161X88","","6.264","KG","6.264","KG"
"122.877.741.001","DECKRING!D226/143X20","0003-4200","04","K211","S355J2+N","D226/143X20","","2.505","KG","2.505","KG"
"122.877.759.001","GEHAEUSE!D182/142X37","0003-4200","04","K211","S355J2+N","D182/142X37","","1.014","KG","1.014","KG"
"122.877.768.001","KAMMERRING!D182/142X27","0003-4200","04","K211","S355J2+N","D182/142X27","","0.942","KG","0.942","KG"
"122.877.769.001","KAMMERRING!D182/142X25","0003-4200","04","K211","S355J2+N","D182/142X25","","0.797","KG","0.797","KG"
"122.877.918.001","GRUNDRING!D365/156X125","0003-4200","04","K311","Spez.CrNiMo.1","D365/156X125","","73.100","KG","73.100","KG"
"122.877.983.001","ABSCHLUSSDECKEL!200X200X83","0003-4200","04","K193","EN-GJL-250","200X200X83","","5.011","KG","5.011","KG"
"122.878.807.201","DICHTRING KOMPL.!D94,5","0003-4200","04","K600","GZ-CUSN7ZNPB","D118,5/94,5X30","","2.200","KG","2.200","KG"
"122.878.807.202","DICHTRING KOMPL.!D94,5","0003-4200","04","K600","GZ-CUSN7ZNPB","D118,5/94,5X48","","2.400","KG","2.400","KG"
"122.878.952.201","DICHTRING KOMPL.!D126","0003-4200","04","K600","GZ-CUSN7ZNPB","D150/126,6X30","","1.000","KG","1.000","KG"
"122.878.952.202","DICHTRING KOMPL.!D126","0003-4200","04","K600","GZ-CUSN7ZNPB","D150/126,6X48","","1.400","KG","1.400","KG"
"122.879.057.001","ZYLINDERBODEN!D795X339","0003-2400","02","K82.3","EN-GJS-400-18-RT","D795X339","","602.297","KG","602.297","KG"
"122.879.073.001","ZYL-DECKEL!D795X295","0003-2400","02","K82.2","EN-GJS-400-18-RT","D795X295","","400.951","KG","400.951","KG"
"122.879.078.200","ABPRESSVORRICHTUNG HD-PACKUNG!D103","0003-4200","04","K211","30CRNIMO8","D103","","462.305","KG","462.305","KG"
"122.879.079.001","KOLBENBODEN OBEN!D556/68X192","0003-2400","02","K401","EN-GJS-400-15","D556/68X192","","82.641","KG","82.641","KG"
"122.879.080.001","KOLBENBODEN UNTEN!D556/68X192","0003-2400","02","K401","EN-GJS-400-15","D556/68X192","","82.610","KG","82.610","KG"
"122.879.082.001","FLICKBUECHSE!D72X68/G11/2""/M36","0001-1200","01","K490","S355J2","D72X68/G11/2""/M36","","0.663","KG","0.663","KG"
"122.879.083.001","KOLBENMANTEL!D604/526X384","0003-2400","02","K401","EN-GJS-400-15","D604/526X384","","118.664","KG","118.664","KG"
"122.879.124.001","LATERNE SV-277!D292/206X260","0003-2400","02","K361","EN-GJL-200","D292/206X260","","28.408","KG","28.408","KG"
"122.879.126.001","LATERNE DV-277!D292/206X285","0003-2400","02","K361","EN-GJL-200","D292/206X285","","31.059","KG","31.059","KG"
"122.879.139.200","STELLZYLINDER F-D-A-SA-M-90","0003-2400","02","K600","","F-D-A-SA-M-90","","11.900","KG","11.900","KG"
"122.879.159.200","STELLZYLINDER M-E-B-SA-O-208","0003-2400","02","K600","","M-E-B-SA-O-208","","7.000","KG","7.000","KG"
"122.879.172.001","DISTANZSTUECK!2720X1700X1200","0003-2600","02","K122","EN-GJS-400-15","2720X1700X1200","","5,874.000","KG","5,874.000","KG"
"122.879.204.200","VORSTOPFBUECHSE!D104","0003-4200","04","K600","","D104","","42.200","KG","42.200","KG"
"122.879.204.202","DICHTRING KOMPLETT!D104","0003-4200","04","K600","GZ-CUSN7ZNPB","D136/104X51","","2.270","KG","2.270","KG"
"122.879.208.001","GEHAEUSE!D175/121X95,5","0003-4200","04","K211","S355J2+N","D175/121X95,5","","3.856","KG","3.856","KG"
"122.879.211.001","DECKRING!D177/106X13","0003-4200","04","K211","S355J2+N","D177/106X13","","0.999","KG","0.999","KG"
"122.879.213.001","GEHAEUSE!D184/106X38","0003-4200","04","K212","S355J2+N","D184/106X38","","2.944","KG","2.944","KG"
"122.879.214.001","SCHERKRAFTRING!D188/108X55,5","0003-4200","04","K212","S355J2+N","D188/108X55,5","","7.445","KG","7.445","KG"
"122.879.216.200","GEHAEUSE!D190/113X69","0003-4200","04","K212","S355J2+N","D190/113X69","","7.515","KG","7.515","KG"
"122.879.305.001","AUSSENRING!D341/200X67","0003-4000","04","K211.1","30CRNIMO8","D341/200X67","","31.510","KG","31.510","KG"
"122.879.325.001","GRUNDRING!D440/125X125","0003-4200","04","K311","Spez.CrNiMo.1","D440/125X125","","127.467","KG","127.467","KG"
"122.879.722.001","K-MANTEL!D850/814X180","0001-1130","03","K411","GGL-NI35 TYP 5","D850/814X180","","47.459","KG","47.459","KG"
"122.879.722.002","K-MANTEL!D850/814X180","0001-1130","03","K411","GGL-NI35 TYP 5","D850/814X180","","47.459","KG","47.459","KG"
"122.879.760.001","K-BODEN!O D830/78X90","0001-1130","03","K401","EN-GJSA-XNI35","D830/78X90","","104.000","KG","104.000","KG"
"122.879.772.001","K-BODEN!U D830/78X90","0001-1130","03","K401","EN-GJSA-XNI35","D830/78X90","","106.000","KG","106.000","KG"
"122.879.967.001","LATERNE DV-181!D193/122X235","0001-1130","03","K361","EN-GJL-200","D193/122X235","","10.971","KG","10.971","KG"
"122.879.968.001","LATERNE SV-181!D193/122X220","0001-1130","03","K361","EN-GJL-200","D193/122X220","","10.530","KG","10.530","KG"
"122.884.414.201","STOPFB.LECKGAS RUECKFUEHRUNG!","0001-1000","01","K600","SS","2K140-2A_1","","0.800","KG","0.800","KG"
"122.884.508.200","DECKEL SEITLICH UNTEN!1010X546X331","0003-4200","04","K600","","1010X546X331","","100.300","KG","100.300","KG"
"122.884.547.002","GESTELL F8 EXXON!3920X3000X1720","0003-4200","04","K26","EN-GJL-250","3920X3000X1720","","29,000.000","KG","29,000.000","KG"
"122.884.587.200","DECKEL SEITLICH UNTEN!1010X546X331","0003-4200","04","K600","","1010X546X331","","61.400","KG","61.400","KG"
"122.884.612.001","KK-KOERPER!D420X670","0001-1130","02","K151.2","GE200","D420X670","12.000","209.112","KG","209.112","KG"
"122.884.865.200","KAMMERRING TYP3310!D266/137X37","0003-2600","02","K211","X12CRS13/V+S","D266/137X37","","8.528","KG","8.528","KG"
"122.885.035.001","ANSCHLUSSFLANSCH EXXON!D300/35X530","0003-4200","04","K75","30CRNIMO8","D300/35X530","","68.207","KG","68.207","KG"
"122.885.036.001","GEWINDEFLANSCH EXXON!D380X104","0003-4200","04","K131","30CRNIMO8","D380X104","","63.117","KG","63.117","KG"
"122.885.055.200","PACKUNGSPATRONE NR.1!D130","0003-2600","02","K600","","D130","","49.200","KG","49.200","KG"
"122.885.098.200","STELLZYLINDER F-E-A-AA-O-240","0001-1000","01","K600","","F-E-A-AA-O-240","","7.400","KG","7.400","KG"
